key,0,31536000,63072000,94694400,126230400,157766400,189302400,220924800,252460800,283996800,315532800,347155200,378691200,410227200,441763200,473385600,504921600,536457600,567993600,599616000,631152000,662688000,694224000,725846400,757382400,788918400,820454400,852076800,883612800,915148800,946684800,978307200,1009843200,1041379200,1072915200,1104537600,1136073600,1167609600,1199145600,1230768000,1262304000,1293840000,1325376000,1356998400,1388534400
CES0000000001,71176.00,70866.00,72445.00,75621.00,78104.00,77297.00,78506.00,80692.00,84595.00,88810.00,90802.00,91037.00,90567.00,88993.00,92673.00,96373.00,98734.00,100683.00,103758.00,107168.00,109183.00,109039.00,108378.00,109805.00,112583.00,116487.00,118303.00,121382.00,124830.00,127726.00,131008.00,132694.00,130847.00,130575.00,130747.00,132753.00,135402.00,137448.00,138365.00,133976.00,129705.00,130815.00,133188.00,135261.00,137539.00
CES0500000001,58680.00,57988.00,59179.00,61931.00,64014.00,62673.00,63537.00,65636.00,68984.00,72873.00,74601.00,74677.00,74526.00,72970.00,76663.00,80037.00,82019.00,83638.00,86393.00,89394.00,91032.00,90565.00,89690.00,90904.00,93436.00,97090.00,98853.00,101789.00,105060.00,107642.00,110437.00,111859.00,109470.00,108949.00,109209.00,111018.00,113555.00,115353.00,115977.00,111397.00,107225.00,108554.00,111246.00,113395.00,115707.00
